Switch;qsort;milliSec;2500;10;10;250;5;ab;right
10;82
20;81
30;80
40;80
50;80
60;80
70;81
80;79
90;80
100;80
110;80
120;79
130;80
140;82
150;80
160;80
170;79
180;79
190;80
200;80
210;81
220;79
230;79
240;80
250;80
260;80
270;79
280;79
290;79
300;79
310;79
320;79
330;78
340;81
350;79
360;79
370;79
380;79
390;78
400;78
410;78
420;78
430;78
440;77
450;78
460;77
470;78
480;77
490;77
500;77
510;77
520;77
530;77
540;77
550;78
560;77
570;76
580;76
590;76
600;75
610;75
620;76
630;75
640;75
650;75
660;74
670;74
680;74
690;74
700;74
710;74
720;74
730;74
740;73
750;73
760;76
770;73
780;73
790;72
800;72
810;72
820;72
830;73
840;71
850;72
860;71
870;71
880;71
890;70
900;70
910;70
920;69
930;70
940;70
950;69
960;70
970;68
980;68
990;69
1000;67
1010;67
1020;67
1030;67
1040;67
1050;67
1060;67
1070;66
1080;66
1090;66
1100;65
1110;65
1120;65
1130;64
1140;65
1150;65
1160;63
1170;63
1180;63
1190;63
1200;62
1210;61
1220;62
1230;62
1240;61
1250;61
1260;61
1270;61
1280;60
1290;60
1300;60
1310;60
1320;58
1330;59
1340;58
1350;57
1360;57
1370;57
1380;57
1390;56
1400;56
1410;56
1420;55
1430;55
1440;55
1450;55
1460;53
1470;53
1480;53
1490;53
1500;52
1510;52
1520;53
1530;52
1540;54
1550;51
1560;50
1570;50
1580;49
1590;50
1600;49
1610;48
1620;48
1630;48
1640;47
1650;47
1660;46
1670;46
1680;45
1690;45
1700;45
1710;44
1720;44
1730;43
1740;43
1750;43
1760;42
1770;41
1780;41
1790;41
1800;40
1810;40
1820;39
1830;40
1840;39
1850;38
1860;38
1870;37
1880;40
1890;36
1900;36
1910;35
1920;35
1930;34
1940;34
1950;33
1960;33
1970;33
1980;32
1990;32
2000;31
2010;31
2020;30
2030;29
2040;29
2050;28
2060;28
2070;27
2080;27
2090;26
2100;26
2110;25
2120;24
2130;24
2140;23
2150;22
2160;22
2170;22
2180;21
2190;20
2200;19
2210;19
2220;18
2230;18
2240;17
2250;17
2260;16
2270;15
2280;15
2290;14
2300;14
2310;13
2320;12
2330;11
2340;11
2350;10
2360;9
2370;9
2380;8
2390;8
2400;7
2410;6
2420;6
2430;5
2440;4
2450;4
2460;3
2470;2
2480;1
2490;1
2500;0
